5843	8891
5916	8861
5749	9015
5838	8887
5918	9041
5815	8919
5583	8870
5908	8844
5972	8790
5901	8926
5744	8903
5697	8855
5769	8918
5937	8831
5759	8883
5847	8712
5765	8841
5908	9002
5867	9023
5807	8893
5723	8893
5976	8810
5814	8979
5785	8958
5864	8849
5764	8788
5951	8925
5840	8947
5902	9132
5908	8824
5921	8896
5894	8724
5691	9009
5950	8777
5758	8824
5894	8762
5770	8941
5649	9031
5652	8974
5584	8941
5686	8883
5766	8958
5801	8977
5887	8749
5615	8796
5805	8806
5753	8825
5653	8783
5626	9001
5912	8885
5820	8773
5812	8768
6070	8771
5924	8963
5700	8735
5898	8709
5806	8932
5803	8894
5801	8987
5815	8726
5724	8780
5998	8905
5881	8745
5699	8996
5802	8854
5892	9163
5951	8843
5869	8895
5871	8807
6010	8872
5682	8821
5720	9028
5809	8746
5862	8755
5813	9015
5807	8852
5796	8941
5774	8785
5774	9047
5865	8829
5697	8922
5835	9124
5893	8882
5797	8948
5756	9014
5919	8846
5736	8934
5965	9027
5686	9038
5816	9030
5808	8976
5827	8815
5791	8676
5736	8957
5703	8835
5831	8951
5847	8871
5820	8945
5971	9048
5685	8685
-180	4110
-61	4131
-154	4192
-63	4159
105	4254
35	4207
176	4107
182	4084
-104	4102
47	4167
57	4283
23	4192
85	4255
-87	4094
2	4206
-19	4143
-20	4133
113	4098
-62	4136
-197	4207
-2	3951
-1	4127
78	4277
36	4090
155	4190
-52	4022
36	4097
-139	4004
25	4122
-51	4059
37	4089
-98	4137
-235	4039
-17	4097
72	4193
114	4009
-74	4186
-26	4232
-170	4166
-52	4124
63	4260
50	4301
-112	4110
-96	4221
-10	4199
-47	4158
5	4055
57	4275
142	4136
28	4116
11	4107
9	4162
88	4046
120	4235
-7	4188
52	4101
-268	4052
-105	4014
-104	4223
-65	4146
211	4347
-118	4186
50	3953
154	4179
97	4224
118	3992
83	4169
63	4146
-42	4097
-2	4026
-137	4116
30	4022
-114	4205
62	4236
-49	4248
3	4102
-2	4170
-71	4161
94	4144
11	4163
-21	4104
-37	4116
50	4155
-166	4186
114	4218
-222	4148
81	4227
80	4221
14	4199
-238	4360
341	4047
103	3991
-3	4125
40	4327
-73	3891
-339	4235
212	3957
-63	4121
9	4095
96	4198
6622	5241
6495	5058
6647	4912
6523	5253
6556	4990
6516	5174
6601	5000
6618	5002
6665	5247
6636	4935
6611	5198
6681	5093
6540	5372
6657	5019
6538	5215
6804	5137
6684	5056
6605	4906
6704	5017
6621	5213
6599	4890
6504	4909
6727	5042
6599	5096
6682	5091
6389	5061
6578	5013
6692	5086
6489	5243
6724	5081
6638	5205
6744	5050
6694	5234
6469	5021
6727	5071
6653	4928
6612	5319
6596	5074
6752	4949
6613	5113
6475	5007
6735	5055
6638	4988
6552	4978
6397	5044
6608	4999
6739	5127
6714	5234
6588	5193
6618	5225
6808	5044
6727	5125
6726	5057
6785	5111
6629	4993
6600	4970
6710	5174
6592	5080
6622	5069
6660	5071
6800	5023
6544	5074
6681	5140
6536	5159
6508	4980
6624	5035
6506	5045
6564	5096
6626	4946
6470	4988
6789	5034
6688	4890
6571	4999
6538	5069
6641	5149
6671	5011
6593	4994
6681	5013
6676	5118
6645	5098
6725	5093
6492	5119
6609	5020
6699	5050
6598	4841
6803	5016
6699	5019
6604	5154
6704	5227
6661	4911
6584	4962
6561	5055
6557	5285
6629	5013
6657	5004
6583	5195
6669	5019
6610	5044
6652	4988
6603	5017
4000	2127
3900	2008
3970	2156
3861	2234
3847	2261
4081	2381
3953	2242
4141	2189
3857	2190
3916	2353
3880	2158
4010	2111
3932	2167
4170	2085
3876	2228
3965	2086
3944	2252
3804	2509
3917	2229
4017	2052
3854	2074
3946	2119
4014	2174
3939	2165
3912	2387
3759	2094
3999	2256
3959	2194
3850	2340
3855	2301
3955	2173
3814	2235
3999	2107
3917	2198
3898	1981
3910	2156
3982	2245
3901	2097
3749	2217
3986	2024
3971	2228
4017	1915
3844	2037
3980	2440
3905	2250
3809	2079
3947	2087
3916	2052
4050	2217
4026	2024
3781	2314
4002	2183
3933	2130
3750	1947
3974	2267
3868	2218
4022	2250
4060	2173
4160	2149
3922	2289
3953	2096
3944	2208
3848	2142
3976	2039
3972	2050
3958	2056
3716	1877
3886	2185
4009	2105
3868	2173
3713	2101
3836	2064
3995	2236
3893	2129
3732	2239
3801	2286
3909	2250
3906	2236
3902	2181
3941	2171
4042	2182
3705	2121
4041	2259
3974	2217
3866	2142
3942	1995
4165	2046
3781	2125
3903	2000
3839	2034
3953	2108
3801	2182
3859	2340
3880	2174
3800	2200
3871	2233
3933	2032
3766	2094
3724	2220
4116	2218
1436	5300
1644	5104
1743	5289
1442	5087
1579	5202
1772	5173
1570	5222
1762	5289
1546	5260
1693	5159
1648	5255
1690	5206
1645	5305
1767	5299
1484	5242
1723	5121
1772	5149
1630	5274
1533	5294
1707	5240
1565	5274
1759	5195
1616	5194
1634	5158
1636	5272
1642	5006
1927	5118
1533	5317
1565	5212
1694	5136
1752	5205
1802	5312
1673	5025
1761	5298
1648	5366
1818	5342
1798	5378
1634	5150
1442	5325
1757	5316
1850	5319
1717	5222
1651	5235
1823	5263
1509	5270
1604	5261
1582	5416
1644	5231
1617	5197
1696	5121
1509	5103
1565	5361
1646	5236
1550	5244
1499	5214
1612	5158
1709	5398
1786	5213
1610	5302
1582	5259
1601	5131
1548	5263
1861	5271
1524	5239
1659	5190
1406	5179
1623	5113
1629	5247
1610	5123
1773	5078
1554	5089
1611	5242
1715	5155
1612	5303
1756	5153
1710	5323
1667	5427
1744	5210
1678	5285
1587	5050
1730	5113
1559	5299
1709	5011
1722	5374
1496	5032
1683	5274
1601	5126
1414	5258
1741	5146
1769	5266
1736	5232
1655	5194
1568	5269
1722	5269
1643	5254
1674	5244
1473	5222
1651	5362
1583	5218
1612	5077
8167	9439
8179	9412
8210	9453
8158	9228
8112	9312
8154	9196
8082	9541
8084	9181
8093	9250
8204	9422
8147	9536
8052	9287
8322	9359
8120	9516
8319	9426
8223	9404
7913	9452
8240	9342
8072	9106
8061	9381
8141	9447
8146	9364
8342	9371
8241	9413
8112	9339
8063	9500
8001	9277
8065	9452
8264	9321
8149	9372
8366	9578
7924	9460
8144	9398
8071	9339
8057	9369
8192	9665
8124	9445
8196	9420
8284	9344
8108	9280
8103	9309
8205	9258
8176	9470
8068	9450
8121	9318
8036	9450
8255	9574
8214	9340
8215	9333
8127	9360
8252	9463
8163	9542
8168	9483
8184	9421
8145	9512
8148	9297
7963	9506
8206	9328
8240	9276
8177	9560
8192	9350
8168	9289
8205	9410
8254	9213
8174	9414
8132	9230
8128	9361
8246	9250
7976	9301
8146	9384
8338	9489
8242	9346
8108	9285
8010	9523
8217	9495
8201	9416
8219	9499
8191	9321
8117	9502
8181	9456
8279	9349
8236	9270
8188	9173
8314	9233
8184	9151
8238	9426
8207	9262
8239	9427
8116	9488
8139	9370
8195	9434
8189	9327
8241	9500
8282	9362
8252	9360
8205	9428
8054	9473
8253	9248
8090	9124
8281	9261
1329	811
987	522
1053	806
1163	789
970	654
1206	689
1224	647
1237	718
1186	599
1137	506
1219	736
1099	583
1255	620
1138	735
1159	441
1092	692
1221	678
1176	666
1141	692
1104	624
1095	630
1050	657
1282	793
1062	707
944	754
1082	715
1082	494
1224	635
1164	679
1157	487
1042	595
1222	810
987	688
1149	854
1292	614
1096	638
1109	726
1125	666
1162	583
1269	412
1304	524
1172	670
1165	507
1234	738
1052	516
1190	816
1121	532
1255	576
1247	743
1074	657
955	601
1088	657
1071	788
1168	700
1041	697
1161	635
1182	846
1187	759
1152	668
1068	765
1199	542
1322	750
1208	824
1148	629
1377	662
1113	719
1154	545
1113	719
1181	637
1189	805
1212	679
1140	783
1143	603
1151	694
1117	669
1075	614
1152	706
1196	567
1110	687
1101	548
1175	773
1217	617
1120	532
999	516
935	760
1193	652
1132	706
1159	855
1147	791
1150	706
1142	741
1144	624
1345	725
1276	673
1082	612
1270	650
1176	658
1171	645
1163	746
1171	721
2160	9002
2118	9107
2125	9106
2009	9121
2167	9154
2210	8942
2093	9061
2109	8963
2119	9067
2071	9176
2168	8973
2090	9166
2101	9182
2028	9156
2042	9137
2080	9057
2157	9166
1976	9129
2051	9202
2177	8978
2156	9191
1965	9187
1971	9047
2152	8987
2083	9020
2200	9249
2066	9261
1880	9071
2152	9048
2109	9279
2179	9133
2129	9082
2187	9142
2107	9159
2054	9043
2106	9074
2158	8794
2178	9005
2073	9136
2255	9243
2041	9115
1859	9266
1927	9085
2174	8962
2094	8975
2174	9047
2165	9227
2042	9099
2069	9204
2096	9160
2082	9072
2076	9206
2040	9152
2148	9218
1954	9109
2036	9090
2160	9117
2343	9148
2128	9249
2031	9154
2118	8833
2057	9183
1991	9133
2038	9113
2073	9238
2058	9044
2217	8952
1960	9141
2128	9140
2091	9124
2226	9189
1997	9042
1961	8959
2009	9068
2124	9146
2075	9145
2076	9190
1963	9217
2011	9076
2160	9111
2057	9243
1916	9036
2072	9090
2128	9013
2112	9067
2139	9206
2124	9187
2154	9054
2091	9314
2073	9193
2182	9037
2123	9150
2154	8931
2168	8958
2102	9167
2081	9190
2020	9218
2092	9074
2001	9127
2232	9275
2199	2451
2143	2722
2118	2762
2397	2414
2305	2394
2428	2505
2320	2471
2298	2518
2371	2538
2353	2547
2187	2527
2316	2636
2313	2804
2385	2675
2203	2859
2265	2539
2478	2641
2244	2815
2306	2703
2199	2544
2304	2751
2265	2743
2227	2579
2371	2640
2387	2601
2494	2647
2319	2629
2432	2718
1965	2625
2309	2633
2331	2708
2167	2501
2376	2533
2158	2526
2242	2607
2309	2297
2105	2689
1972	2740
2243	2606
2210	2639
2266	2600
2349	2425
2497	2549
2105	2562
2408	2748
2254	2648
2457	2530
2330	2535
2367	2768
2348	2496
2306	2750
2258	2644
2249	2564
2247	2649
2400	2734
2226	2671
2364	2638
2227	2671
2328	2587
2382	2644
2325	2653
2401	2745
2179	2580
2194	2723
2280	2631
2348	2535
2311	2598
2319	2554
2400	2650
2467	2720
2322	2632
2507	2796
2288	2709
2399	2768
2155	2443
2105	2516
2447	2453
2198	2585
2293	2726
2496	2726
2310	2695
2328	2647
2149	2484
2432	2643
2236	2622
2320	2650
2196	2457
2363	2592
2271	2574
2253	2390
2376	2603
2139	2576
2463	2774
2318	2837
2329	2697
2356	2638
2234	2501
2235	2727
2343	2583
2342	2166
5375	2350
5403	2359
5327	2485
5481	2462
5345	2234
5455	2462
5327	2457
5477	2470
5466	2403
5334	2351
5461	2416
5385	2479
5411	2564
5453	2288
5418	2497
5491	2518
5288	2198
5578	2346
5269	2589
5425	2478
5339	2363
5385	2294
5256	2336
5495	2521
5440	2483
5532	2321
5508	2402
5331	2440
5245	2340
5101	2632
5206	2534
5524	2451
5359	2374
5459	2405
5373	2403
5404	2446
5351	2346
5367	2159
5322	2426
5417	2647
5061	2490
5410	2450
5491	2529
5218	2443
5445	2565
5524	2351
5257	2293
5262	2481
5477	2425
5512	2495
5279	2341
5286	2383
5299	2333
5365	2513
5520	2324
5435	2384
5290	2455
5469	2486
5261	2328
5308	2235
5367	2455
5419	2381
5394	2436
5344	2330
5439	2528
5245	2526
5179	2296
5447	2396
5284	2438
5396	2549
5282	2431
5413	2323
5496	2360
5524	2407
5251	2373
5436	2520
5392	2506
5306	2450
5197	2537
5410	2307
5524	2448
5242	2449
5275	2565
5398	2532
5354	2415
5353	2442
5345	2415
5389	2430
5314	2187
5248	2416
5423	2276
5353	2539
5290	2534
5339	2461
5289	2441
5298	2584
5329	2263
5389	2308
5307	2487
5453	2555
8894	7004
8729	6798
8934	6954
8771	6953
8548	6932
8773	6805
9058	6888
8580	6981
8749	7065
8866	6784
8703	7012
8616	7017
8854	6957
8672	7149
8809	6812
8528	6835
8690	6996
8710	6916
8735	6818
8771	7027
8850	6939
8708	6981
8954	6888
8615	7077
8654	6897
8763	6936
8800	6954
8743	7030
8578	6903
8735	6914
8759	6889
8738	6983
8719	7068
8902	7107
8847	6976
8729	6905
8681	7023
8718	6918
8814	7034
8654	6972
8690	7160
8822	6839
8656	7057
8700	6946
8790	7063
8719	6959
8746	6944
8648	7041
8597	6897
8712	7038
8715	6902
8875	7151
8831	7156
8727	7061
8671	6765
8921	7081
8940	6868
8791	6989
8729	7119
8718	6953
8664	6908
8642	6954
8715	6787
8885	6849
8806	7074
8814	6910
8748	6916
8720	6846
8811	6789
8525	7001
8684	7034
8724	6886
8644	6991
8534	6998
8815	7054
8768	6930
8829	6824
8700	7027
8683	6912
8921	6861
8730	6845
8769	6861
8762	7120
8757	7014
8713	6857
8656	6986
8849	6830
8715	6909
8795	6920
8763	6858
8671	6852
8821	7002
8785	7130
8705	6849
8831	6793
8844	7200
8812	6967
8859	6841
8790	6840
8791	7040
7251	2104
7245	2266
7239	2269
7085	2214
7228	2472
7493	2211
7281	2202
7279	2313
7156	2312
7199	2084
7048	2153
7323	2259
7165	2007
7233	2238
7128	2238
7272	2138
7192	2262
7268	2155
7276	2147
7338	2127
7046	2259
7358	2122
7327	2127
7272	2247
7265	1954
7182	2108
7095	2135
7232	2083
7108	2148
7293	2086
7249	2311
7279	2216
7289	2158
7261	2460
7306	2110
7056	2312
7270	1972
7345	1936
7168	2338
7523	2195
7126	2265
7080	2285
7364	2399
7222	2377
7198	2421
7106	2278
7254	2107
7145	2225
7140	2360
7408	2358
7068	2385
7284	2239
7274	2302
7058	1985
7170	2142
7319	2089
7339	2244
7176	2215
7326	2397
7149	2155
7336	2110
7178	2156
7219	2209
7300	2173
7136	2114
7302	2182
7439	2180
7182	2206
7386	2177
7286	2203
7169	2134
7358	2140
7373	2103
7215	2150
7277	2353
7102	2113
7200	2196
7269	2090
7168	2193
7313	2120
7373	2008
7188	2247
7349	2186
7271	2181
7069	2040
7135	2405
7244	2204
7340	2248
7338	2400
7252	2386
7209	2172
7422	2513
7281	1872
7211	2243
7205	2282
7322	2159
7458	2231
7345	2101
7248	2237
7342	2323
8483	6338
8757	6447
8731	6247
8492	6209
8446	6402
8464	6316
8682	6327
8401	6258
8755	6092
8781	6327
8554	6270
8641	6217
8429	6308
8610	6336
8589	6358
8514	6230
8426	6208
8494	6214
8540	6332
8457	6301
8710	6241
8307	6272
8450	6387
8552	6185
8672	6247
8612	6492
8658	6232
8538	6285
8793	6246
8583	6068
8653	6353
8285	6163
8633	6279
8651	6368
8478	6324
8568	6289
8597	6270
8504	6370
8654	6270
8579	6376
8478	6441
8628	6239
8611	6191
8446	6198
8474	6495
8604	6233
8515	6364
8491	6294
8526	6361
8551	6315
8346	6345
8647	6227
8552	6452
8570	6316
8672	6369
8400	6138
8626	6390
8545	6467
8682	6287
8592	6281
8584	6071
8583	6372
8659	6260
8641	6233
8509	6153
8573	6377
8671	6049
8645	6257
8751	6326
8494	6291
8420	6235
8677	6214
8579	6339
8554	6219
8545	6541
8601	6292
8420	6267
8519	6347
8287	6302
8618	6321
8591	6217
8566	6251
8522	6279
8526	6389
8340	6335
8419	6309
8584	6266
8403	6126
8675	6306
8525	6474
8573	6498
8395	6339
8512	6071
8646	6370
8594	6269
8568	6072
8565	6293
8502	6275
8775	6293
8522	6304
2273	967
2465	948
2511	949
2189	823
2413	970
2313	861
2313	798
2420	1059
2332	1004
2335	938
2248	891
2214	865
2242	939
2489	956
2213	898
2241	968
2490	713
2389	851
2226	801
2438	917
2293	780
2144	828
2294	939
2535	926
2549	827
2380	866
2359	980
2325	775
2421	801
2334	1057
2402	846
2269	923
2365	892
2253	966
2522	731
2475	756
2205	771
2421	743
2314	777
2466	847
2185	804
2348	832
2332	937
2374	953
